customer_id,signup_date,country,plan_type,monthly_revenue,active_users,logins_last_30_days,churned,referral_source,support_tickets
2379,2025-01-07,United Kingdom,Pro,0.6,4,11,0,,1
2380,2020-05-05,USA,Enterprise,100.52,4,7,0,Referral,3
2381,2021-11-26,United Kingdom,Pro,6.4,2,8,0,LinkedIn,1
2382,2025-01-01,,,11.71,3,15,0,Twitter,0
2383,2022-01-07,CAN,,15.02,6,7,0,,1
2384,2024-06-30,USA,Basic,60.39,3,8,0,Google Ads,1
2385,2022-10-27,USA,pro,4.38,4,9,0,Referral,1
2386,2021-10-28,Canada,Enterprise,45.37,4,8,0,Twitter,1
2387,2024-07-20,Canada,Enterprise,18.93,1,10,0,LinkedIn,0
2388,2020-08-31,Canada,Enterprise,1.61,5,13,0,LinkedIn,0
2389,2022-05-01,US,Basic,4.95,2,17,0,Direct,1
2390,2023-01-23,Canada,Pro,6.27,5,8,1,Twitter,0
2391,2024-09-14,United Kingdom,pro,95.38,2,10,0,Referral,0
2392,2021-12-09,US,Free,8.65,2,10,0,LinkedIn,1
2393,2020-10-23,,,102.71,2,12,1,,1
2394,2023-02-23,US,,25.48,2,8,0,Twitter,0
2395,2023-01-15,CA,pro,9.58,6,8,1,Referral,0
2396,2023-07-30,,Enterprise,7.4,3,18,0,Direct,0
2397,2020-07-20,US,Free,29.61,2,7,0,Direct,0
2398,2021-11-23,US,basic,54.46,6,6,0,Google Ads,1
2399,2024-01-04,CAN,,11.34,2,12,0,,2
2400,2020-05-02,NGA,Pro,14.34,3,8,0,Direct,2
2401,2020-06-16,United Kingdom,Pro,21.58,2,10,0,Google Ads,0
2402,2022-06-25,USA,Enterprise,-0.59,5,10,0,,0
2403,2020-07-12,Canada,basic,58.98,2,13,0,Twitter,3
2404,2023-07-20,CAN,basic,4.06,2,7,0,Direct,1
2405,2020-09-03,UK,,4.86,1,8,0,Twitter,2
2406,2023-12-23,USA,basic,14.83,3,16,0,,2
2407,2024-07-26,Nigeria,Basic,9.79,8,11,0,Facebook,2
2408,2021-11-12,,Enterprise,101.82,1,8,0,,0
2409,2021-05-27,United Kingdom,Enterprise,17.24,4,12,0,Direct,2
2410,2021-01-28,CAN,Enterprise,100.42,4,7,0,Direct,1
2411,2022-03-10,Canada,,-4.54,2,9,0,LinkedIn,1
2412,2023-05-25,,basic,13.65,2,6,0,Twitter,2
2413,2021-03-13,CAN,Pro,11.75,2,13,0,Facebook,1
2414,2025-01-30,United Kingdom,Enterprise,27.44,2,9,0,LinkedIn,1
2415,2020-05-24,Nigeria,Pro,6.07,5,9,0,LinkedIn,0
2416,2023-06-20,Canada,pro,49.23,3,9,0,LinkedIn,1
2417,2022-08-21,,Free,89.84,4,11,0,Referral,2
2418,2022-07-28,United States,Pro,7.62,5,12,0,Direct,1
2419,2022-03-29,CA,Pro,14.18,2,8,1,,1
2420,2024-12-18,US,pro,10.52,3,10,0,LinkedIn,1
2421,2022-05-07,UK,Pro,11.17,0,14,0,,3
2422,2024-10-31,Nigeria,Enterprise,42.76,2,10,0,LinkedIn,0
2423,2023-03-16,Germany,Free,102.22,2,17,1,Twitter,1
2424,2024-08-22,United Kingdom,Pro,47.5,1,13,0,LinkedIn,0
2425,2021-12-24,USA,basic,0.4,2,11,0,Google Ads,1
2426,2025-01-03,,basic,98.53,1,10,0,Google Ads,1
2427,2023-11-16,,pro,25.87,6,3,1,Direct,2
2428,2021-09-16,USA,basic,43.1,3,9,0,Direct,0
2429,2023-02-01,Germany,Enterprise,49.38,5,17,0,Direct,0
2430,2020-04-08,,Enterprise,0.53,1,11,0,Facebook,2
2431,2024-10-09,Nigeria,Free,19.03,3,13,0,,0
2432,2025-02-04,,Enterprise,-0.35,7,13,0,Twitter,0
2433,2025-03-01,,basic,-0.89,3,12,1,,0
2434,2022-12-28,CAN,Free,202.91,1,12,0,LinkedIn,0
2435,2023-12-05,US,Basic,18.16,0,9,0,Facebook,1
2436,2025-04-18,NGA,Basic,48.85,1,10,0,Direct,2
2437,2024-02-07,NGA,basic,16.41,4,11,0,Referral,3
2438,2020-09-21,,pro,-0.24,5,14,0,Google Ads,3
2439,2024-05-23,Canada,pro,7.88,6,13,0,LinkedIn,0
2440,2022-08-10,CA,Basic,199.48,1,9,1,LinkedIn,0
2441,2025-05-24,CAN,,-6.12,7,9,0,Twitter,0
2442,2021-12-01,US,,-0.05,3,13,0,LinkedIn,0
2443,2025-06-11,UK,Enterprise,16.65,7,10,1,Google Ads,1
2444,2025-02-06,,,197.75,1,17,0,Direct,1
2445,2021-10-12,NGA,Basic,7.12,1,10,0,Facebook,3
2446,2021-06-22,US,basic,17.24,2,10,1,Twitter,0
2447,2023-12-20,Germany,Free,98.43,3,9,0,LinkedIn,1
2448,2022-02-11,Canada,pro,20.87,2,11,0,Facebook,2
2449,2023-07-30,United States,Free,-1.9,2,8,0,LinkedIn,0
2450,2023-02-07,UK,Pro,10.19,5,2,0,LinkedIn,0
2451,2024-09-02,UK,,52.32,3,7,0,,0
2452,2023-08-09,,Free,24.26,3,9,0,LinkedIn,0
2453,2023-11-19,CA,Free,-3.49,4,9,0,Twitter,0
2454,2024-03-14,CAN,basic,17.23,2,7,0,Facebook,1
2455,2021-02-18,Canada,basic,18.54,2,12,0,LinkedIn,1
2456,2025-05-06,CAN,basic,17.25,5,15,0,Google Ads,3
2457,2023-10-18,US,basic,198.32,4,9,0,Direct,0
2458,2020-02-21,CAN,,13.39,7,10,0,Twitter,0
2459,2022-09-12,US,basic,10.44,6,8,0,Twitter,0
2460,2024-01-19,CAN,pro,46.04,3,7,0,LinkedIn,1
2461,2020-05-07,United Kingdom,Pro,22.51,3,6,1,Referral,1
2462,2020-10-30,United Kingdom,Basic,25.28,10,4,0,,0
2463,2024-05-15,Germany,Pro,49.28,5,6,0,Twitter,0
2464,2024-07-15,US,,19.03,5,9,0,,1
2465,2020-11-19,Nigeria,Basic,23.12,3,13,0,,1
2466,2023-11-06,US,Enterprise,45.54,5,9,0,Referral,0
2467,2023-08-09,Canada,Pro,1.12,2,12,0,Twitter,2
2468,2021-08-27,NGA,Pro,16.48,4,16,0,Direct,1
2469,2021-08-05,United States,pro,20.78,4,11,0,Direct,0
2470,2025-01-23,USA,Enterprise,12.09,3,12,0,,2
2471,2025-07-20,Nigeria,basic,22.7,3,11,0,Referral,2
2472,2023-09-20,CA,Pro,3.12,1,8,0,Direct,0
2473,2023-07-14,Nigeria,,13.13,6,10,0,Twitter,0
2474,2024-08-31,Nigeria,pro,100.49,1,6,1,Referral,0
2475,2022-07-01,NGA,Pro,106.65,5,9,1,Direct,0
2476,2024-01-10,United States,Pro,58.28,0,8,0,Direct,2
2477,2022-03-19,CA,Pro,16.27,6,8,0,Google Ads,0
2478,2021-09-07,,,22.86,5,12,0,Google Ads,3
2479,2024-02-28,USA,Enterprise,16.44,1,8,0,Facebook,2
2480,2021-04-29,United States,Pro,15.95,7,5,0,,3
2481,2023-06-24,Germany,pro,18.26,3,4,0,LinkedIn,2
2482,2022-08-09,,Pro,38.87,1,7,0,,1
2483,2023-08-21,CA,,15.11,5,6,0,Direct,1
2484,2024-08-19,CAN,Pro,20.89,3,6,0,Twitter,2
2485,2021-06-20,Nigeria,pro,6.11,3,11,0,Twitter,3
2486,2020-01-06,Nigeria,basic,16.24,3,12,0,LinkedIn,1
2487,2023-01-26,Germany,pro,-8.48,3,8,0,Twitter,1
2488,2024-03-25,CAN,Enterprise,-6.4,2,15,0,,0
2489,2025-01-30,US,basic,-7.34,2,11,0,Twitter,2
2490,2022-10-04,CA,Free,93.68,2,7,0,Facebook,0
2491,2020-08-19,CA,Basic,1.73,6,10,0,Google Ads,0
2492,2020-07-02,,basic,9.13,5,8,0,Facebook,4
2493,2020-10-04,Germany,pro,44.15,3,11,0,Twitter,3
2494,2024-12-04,CA,basic,102.28,3,5,0,Twitter,1
2495,2022-01-28,United Kingdom,Free,-2.44,4,10,0,Facebook,1
2496,2024-04-13,United Kingdom,Pro,9.59,2,8,0,Facebook,1
2497,2025-01-28,NGA,basic,9.8,3,8,0,Referral,3
2498,2025-06-15,UK,Pro,103.77,1,6,0,Twitter,1
2499,2023-12-01,USA,Pro,16.32,5,12,0,Direct,2
2500,2023-08-20,United Kingdom,Enterprise,18.98,4,9,1,,0
2501,2021-04-14,UK,Enterprise,-3.64,5,13,0,Google Ads,0
2502,2024-03-10,United States,basic,3.51,0,13,0,Twitter,1
2503,2024-07-08,CA,basic,15.14,1,14,0,LinkedIn,1
2504,2025-07-07,UK,pro,23.55,1,14,0,,1
2505,2025-02-27,UK,basic,-8.83,6,8,1,Direct,1
2506,2021-10-13,Nigeria,Enterprise,10.77,1,7,0,Referral,1
2507,2023-06-13,CAN,,12.99,0,9,0,,0
2508,2022-07-10,Nigeria,Pro,204.7,3,6,0,Facebook,0
2509,2023-04-16,,Basic,105.31,5,7,1,,4
2510,2022-04-21,United Kingdom,Basic,6.21,3,5,0,Facebook,2
2511,2025-02-03,United States,,47.77,4,10,1,Facebook,0
2512,2024-06-04,Nigeria,pro,104.15,3,4,0,Referral,0
2513,2022-04-05,Nigeria,Basic,102.45,3,11,0,,0
2514,2020-03-06,United Kingdom,Free,50.75,2,12,1,Direct,0
2515,2022-01-21,US,Enterprise,13.54,2,10,0,Twitter,1
2516,2024-07-12,UK,pro,-3.41,3,13,0,Facebook,3
2517,2025-05-18,,,18.03,2,13,0,,1
2518,2023-07-15,Canada,pro,198.63,2,16,0,Facebook,1
2519,2024-12-21,UK,Pro,12.9,1,7,1,Twitter,2
2520,2022-10-25,Germany,,46.15,4,11,0,LinkedIn,1
2521,2024-05-06,Canada,,6.21,9,10,0,,0
2522,2020-01-14,Germany,Pro,100.15,3,6,1,Twitter,0
2523,2025-02-04,Nigeria,basic,20.34,4,10,1,Referral,1
2524,2023-03-09,Germany,Pro,1.63,1,10,0,Google Ads,0
2525,2023-12-09,Germany,Enterprise,202.42,1,9,0,LinkedIn,1
2526,2025-02-06,,Enterprise,15.54,4,8,0,Direct,2
2527,2020-07-11,United States,Pro,92.87,2,9,0,Direct,0
2528,2023-03-12,CA,Basic,-5.01,1,15,0,,1
2529,2020-06-14,,,16.82,1,6,0,Twitter,1
2530,2025-01-22,USA,pro,13.04,3,12,0,Facebook,2
2531,2021-10-31,United Kingdom,,2.52,1,9,0,Twitter,1
2532,2024-07-21,CA,Pro,9.29,6,10,0,Referral,3
2533,2022-01-17,Canada,Free,18.42,2,11,0,,1
2534,2023-01-02,UK,basic,-0.23,2,9,0,Referral,0
2535,2021-10-28,Germany,Basic,206.9,4,12,0,Referral,1
2536,2022-06-07,USA,Enterprise,59.71,7,8,0,Google Ads,0
2537,2023-12-24,USA,,26.99,2,10,0,Direct,0
2538,2023-10-07,CA,pro,-2.25,1,12,0,,0
2539,2025-06-24,,Free,-12.51,1,13,0,Facebook,0
2540,2022-02-06,NGA,,0.67,0,13,0,Facebook,1
2541,2020-02-19,,Pro,15.66,1,6,0,Direct,2
2542,2025-02-01,UK,Free,22.61,4,13,0,Facebook,1
2543,2023-05-26,United Kingdom,Pro,17.64,0,12,0,Twitter,0
2544,2022-04-08,Canada,,22.41,5,6,0,Direct,3
2545,2021-01-13,US,,7.4,3,12,0,Direct,0
2546,2021-03-05,CA,,15.25,5,8,0,Referral,2
2547,2020-06-02,CAN,Pro,7.0,1,11,0,,0
2548,2021-08-04,CAN,basic,19.78,4,16,0,Direct,0
2549,2023-05-04,,Basic,99.22,7,13,0,,0
2550,2024-08-15,CA,basic,-8.84,3,6,0,Direct,1
2551,2020-05-16,USA,basic,51.19,2,14,0,Google Ads,0
2552,2020-07-01,United States,Free,12.94,6,16,0,,1
2553,2021-02-25,NGA,pro,24.31,1,11,0,Facebook,2
2554,2023-07-20,,Basic,46.8,3,15,0,Google Ads,2
2555,2021-10-08,CA,,5.66,1,10,0,Twitter,1
2556,2025-06-17,United States,basic,20.22,3,17,0,LinkedIn,1
2557,2025-02-23,US,Enterprise,-0.64,3,7,0,,0
2558,2020-10-03,United Kingdom,Basic,52.65,2,11,0,Direct,0
2559,2025-03-03,UK,basic,103.97,5,7,0,Facebook,0
2560,2021-11-19,Nigeria,,9.35,3,8,0,Facebook,0
2561,2020-08-06,USA,pro,-10.22,3,13,0,Twitter,1
2562,2023-01-01,Canada,Pro,8.15,3,6,0,Direct,2
2563,2025-06-03,,Pro,-1.67,1,11,0,,2
2564,2022-12-11,Canada,Free,23.26,4,7,0,Facebook,2
2565,2021-06-17,,Basic,55.02,3,8,0,,0
2566,2024-08-11,United States,Enterprise,28.6,2,14,0,Referral,0
2567,2020-11-26,Germany,Free,11.2,2,9,0,Referral,1
2568,2025-01-23,United States,pro,90.41,2,7,1,Facebook,1
2569,2022-05-31,USA,,20.74,2,18,0,Referral,0
2570,2022-03-29,United States,Basic,-1.6,3,8,0,,1
2571,2025-06-15,CA,basic,27.89,5,11,0,,3
2572,2023-04-26,NGA,,17.6,4,8,0,Direct,2
2573,2022-12-19,US,Free,14.4,2,8,0,LinkedIn,1
2574,2025-04-24,Canada,basic,13.21,6,6,0,,0
2575,2023-12-19,US,Free,12.75,2,8,0,Direct,1
2576,2020-12-25,Nigeria,pro,51.39,1,10,0,Referral,0
2577,2024-12-09,United States,,23.0,0,12,1,Facebook,0
2578,2021-05-18,NGA,pro,17.21,5,9,1,Referral,3
2579,2023-11-24,USA,Free,16.65,4,13,1,Direct,0
2580,2024-03-24,Nigeria,Pro,96.26,2,11,0,Direct,1
2581,2020-01-05,NGA,Pro,9.58,3,12,0,,2
2582,2020-05-28,Nigeria,Enterprise,8.92,2,10,0,Referral,0
2583,2022-12-22,USA,Basic,14.02,2,15,0,Facebook,1
2584,2024-10-25,CA,basic,100.66,1,6,0,,0
2585,2025-03-06,Germany,Free,105.49,2,17,0,Direct,1
2586,2020-07-24,United States,,2.49,2,10,0,LinkedIn,1
2587,2025-03-12,United Kingdom,pro,14.91,4,7,0,Referral,0
2588,2022-04-18,Nigeria,Free,4.29,7,6,0,,0
2589,2023-04-14,Germany,,20.19,2,6,0,Google Ads,1
2590,2022-12-14,United Kingdom,pro,43.22,1,10,0,Google Ads,1
2591,2022-01-03,Canada,Enterprise,25.67,4,5,0,Referral,1
2592,2020-01-15,Nigeria,Free,11.89,6,14,0,Direct,0
2593,2024-11-02,Germany,Basic,93.41,6,11,0,LinkedIn,2
2594,2020-04-25,CA,Free,13.83,1,10,0,Referral,0
2595,2020-01-30,,,20.72,3,15,1,,3
2596,2022-05-23,Nigeria,Free,13.45,3,8,0,Google Ads,0
2597,2023-06-05,,Free,15.29,1,8,0,Twitter,1
2598,2024-03-09,UK,pro,9.92,2,14,0,LinkedIn,1
2599,2024-11-06,,Pro,18.03,5,9,0,Direct,1
2600,2025-07-18,United Kingdom,Enterprise,15.84,3,11,1,Twitter,1
2601,2023-07-04,Canada,,2.0,4,13,0,Google Ads,0
2602,2024-04-13,CA,basic,24.6,2,15,0,Referral,1
2603,2020-03-10,Canada,,24.77,3,11,0,Twitter,2
2604,2024-04-09,Canada,Pro,5.91,4,13,0,Twitter,0
2605,2023-07-20,NGA,Pro,6.87,1,11,0,Facebook,4
2606,2024-09-04,USA,Pro,-0.62,4,17,0,Twitter,1
2607,2022-10-20,,,103.07,6,6,0,,0
2608,2025-06-19,US,Enterprise,42.93,6,16,1,,1
2609,2023-06-26,,Basic,5.71,3,14,0,Facebook,0
2610,2024-04-28,United States,basic,-5.04,3,9,0,Google Ads,1
2611,2023-02-22,Canada,Basic,-1.61,3,6,0,LinkedIn,3
2612,2021-12-17,CA,Pro,52.54,4,10,0,Direct,0
2613,2022-12-18,UK,Basic,-1.24,2,9,0,Referral,0
2614,2020-05-06,United Kingdom,Free,16.79,3,14,0,,0
2615,2020-11-18,CA,Enterprise,11.62,3,7,0,,2
2616,2021-04-03,United States,,17.04,5,9,0,Google Ads,0
2617,2021-02-23,,Free,10.64,3,7,0,,3
2618,2023-08-03,Germany,basic,12.12,3,5,0,,3
2619,2025-06-18,Canada,Enterprise,-8.67,3,12,0,LinkedIn,0
2620,2022-03-17,CAN,basic,208.48,3,9,1,Facebook,5
2621,2024-11-03,Canada,pro,16.56,4,11,0,LinkedIn,1
2622,2022-01-10,,Free,1.03,9,12,0,Referral,1
2623,2025-03-10,CAN,Enterprise,3.58,1,17,0,Google Ads,0
2624,2020-09-21,,pro,20.86,3,14,0,Direct,0
2625,2024-07-01,Canada,Pro,1.92,4,10,0,Facebook,2
2626,2021-08-01,NGA,Enterprise,16.19,2,13,0,,1
2627,2021-09-06,CAN,Free,99.72,4,8,1,LinkedIn,0
2628,2021-01-20,United Kingdom,Basic,101.92,3,11,0,Facebook,1
2629,2020-01-05,NGA,pro,21.48,4,10,1,Facebook,1
2630,2023-12-29,Nigeria,basic,48.32,2,10,0,Direct,0
2631,2021-10-18,UK,Pro,-1.18,3,10,0,,0
2632,2020-02-29,,basic,101.01,2,7,0,,0
2633,2025-06-24,Germany,pro,14.39,0,11,0,Referral,0
2634,2025-06-18,CAN,,11.75,2,10,1,Twitter,0
2635,2020-09-29,,,19.67,0,19,0,,0
2636,2023-06-07,CA,pro,-3.57,6,12,0,,2
2637,2021-03-04,USA,Pro,3.67,3,7,0,LinkedIn,0
2638,2024-11-05,,Free,21.82,1,9,1,Google Ads,1
2639,2024-06-28,United States,Pro,-4.51,3,8,0,Google Ads,3
2640,2020-02-12,NGA,Basic,46.94,2,10,0,Google Ads,2
2641,2021-02-11,United States,,9.46,4,12,0,LinkedIn,2
2642,2020-06-10,Germany,Free,99.26,5,8,0,Referral,5
2643,2023-02-03,NGA,pro,95.66,2,8,0,,1
2644,2025-02-07,USA,,41.57,3,16,0,Referral,2
2645,2020-03-06,Canada,Basic,191.21,1,5,0,,0
2646,2020-06-18,UK,Enterprise,25.4,3,4,0,Facebook,1
2647,2023-04-06,USA,,13.34,0,11,0,Facebook,1
2648,2024-01-12,USA,Basic,46.11,4,12,1,Referral,1
2649,2023-02-06,CAN,,203.3,9,7,0,Google Ads,0
2650,2023-02-07,US,,-0.75,5,16,0,,1
2651,2023-03-15,CAN,Enterprise,8.39,4,13,0,Facebook,2
2652,2024-05-01,Nigeria,Free,48.96,4,9,0,Referral,0
2653,2021-07-30,,Basic,23.03,3,15,1,Direct,0
2654,2022-10-20,Germany,,202.6,1,7,0,Google Ads,1
2655,2022-07-16,,pro,53.36,3,9,0,Facebook,0
2656,2022-02-05,United States,,19.83,5,11,0,Facebook,1
2657,2022-03-10,Canada,Basic,42.47,1,9,0,Referral,0
2658,2023-02-21,CAN,Free,14.26,1,9,0,Facebook,1
2659,2020-03-26,,Basic,13.73,0,7,0,Google Ads,2
2660,2024-12-04,US,Free,-5.09,5,7,0,Referral,0
2661,2022-04-09,Nigeria,Free,11.0,4,13,0,,2
2662,2022-08-14,Canada,,46.62,3,9,0,Direct,1
2663,2023-11-24,United Kingdom,Enterprise,52.8,4,9,1,Referral,2
2664,2022-02-10,UK,Pro,21.48,4,7,0,Referral,2
2665,2021-04-27,Canada,pro,50.31,3,15,0,,1
2666,2023-01-13,CAN,Enterprise,23.46,6,14,0,Google Ads,2
2667,2021-05-25,Nigeria,Basic,11.86,4,13,0,Twitter,1
2668,2023-04-11,United States,Free,48.66,6,6,0,Facebook,1
2669,2022-12-02,Germany,pro,17.81,0,15,0,Referral,2
2670,2020-06-23,Germany,basic,-8.39,4,13,0,LinkedIn,0
2671,2020-08-25,US,,-3.8,2,3,0,,0
2672,2020-07-14,CAN,basic,-8.02,3,9,0,LinkedIn,1
2673,2021-08-15,US,Enterprise,-0.27,1,9,0,Referral,1
2674,2022-07-06,NGA,Free,4.42,2,8,0,,0
2675,2020-01-10,,Enterprise,21.29,0,4,0,Twitter,1
2676,2021-03-16,,basic,47.5,5,8,0,Referral,2
2677,2023-08-03,United States,Free,195.75,3,7,0,Google Ads,0
2678,2025-01-25,Nigeria,pro,10.98,7,5,1,Referral,0
2679,2023-09-12,Canada,,23.33,5,13,0,Facebook,1
2680,2022-12-02,CA,pro,3.56,2,19,0,,1
2681,2024-05-07,USA,basic,-6.17,2,8,1,Google Ads,1
2682,2024-04-23,,Enterprise,13.44,5,5,0,LinkedIn,3
2683,2023-01-24,Nigeria,Enterprise,43.38,6,12,0,Google Ads,0
2684,2022-10-26,CA,basic,-2.47,3,13,0,LinkedIn,1
2685,2022-04-02,NGA,Basic,94.29,2,9,0,Referral,1
2686,2023-04-15,Nigeria,,14.87,2,10,0,Referral,1
2687,2025-01-03,United Kingdom,Enterprise,18.62,2,6,0,LinkedIn,1
2688,2021-02-17,NGA,Pro,14.12,5,18,1,Referral,0
2689,2022-04-10,US,pro,20.16,4,11,0,LinkedIn,1
2690,2021-10-14,United States,,99.81,0,14,0,,1
2691,2022-02-25,United Kingdom,pro,8.57,6,11,0,,0
2692,2021-01-22,US,,44.97,0,12,0,,0
2693,2020-04-16,Germany,basic,2.41,4,7,0,Facebook,0
2694,2024-04-02,CA,Enterprise,100.1,2,8,0,LinkedIn,2
2695,2024-09-06,UK,Pro,-6.91,0,5,0,Facebook,0
2696,2023-12-15,,Basic,15.7,2,14,0,Google Ads,0
2697,2023-07-09,NGA,pro,10.68,3,7,0,Referral,0
2698,2020-08-15,United Kingdom,pro,43.78,5,10,0,LinkedIn,1
2699,2022-05-14,CA,,40.91,0,12,0,LinkedIn,2
2700,2021-07-04,United States,Pro,47.65,3,11,0,Direct,1
2701,2022-01-26,CA,Pro,29.4,3,7,0,Facebook,0
2702,2020-04-21,United Kingdom,Basic,17.39,4,7,1,LinkedIn,0
2703,2021-01-23,CAN,Basic,2.05,0,10,0,,0
2704,2020-05-12,,basic,11.84,1,10,0,Direct,2
2705,2022-10-19,United Kingdom,basic,9.45,3,13,0,Twitter,0
2706,2024-06-02,Nigeria,basic,11.99,3,12,0,Facebook,1
2707,2023-06-03,United States,pro,22.44,3,10,0,,1
2708,2020-11-22,CAN,Enterprise,1.41,2,8,0,Direct,2
2709,2021-04-04,Canada,pro,1.26,4,8,0,Facebook,3
2710,2021-07-29,Germany,,27.6,5,8,0,Google Ads,3
2711,2020-02-24,United States,basic,13.74,1,14,1,,1
2712,2023-12-28,UK,pro,97.92,3,5,0,Direct,0
2713,2025-02-12,CAN,Enterprise,102.62,4,12,0,Referral,0
2714,2024-07-10,CAN,,45.95,3,12,0,Direct,1
2715,2020-08-03,NGA,Free,13.76,1,15,0,Direct,0
2716,2020-04-19,,pro,6.15,3,9,0,,2
2717,2025-01-15,US,basic,19.23,2,13,0,Twitter,3
2718,2020-01-18,NGA,,98.53,4,13,0,Direct,1
2719,2024-08-12,CAN,,14.98,3,6,1,,0
2720,2023-04-07,US,,104.75,2,14,0,Google Ads,0
2721,2021-05-18,Germany,Enterprise,-4.93,3,13,0,Facebook,0
2722,2022-12-31,UK,basic,0.72,3,12,0,Referral,1
2723,2025-01-01,US,Pro,21.74,1,10,0,Referral,2
2724,2020-11-18,,Enterprise,8.48,3,7,0,Twitter,2
2725,2023-01-27,NGA,Basic,16.12,3,10,0,Direct,1
2726,2020-09-19,United Kingdom,basic,-1.05,2,3,0,Facebook,1
2727,2024-01-09,Nigeria,Enterprise,-0.94,5,12,0,Referral,1
2728,2023-04-14,Nigeria,pro,99.24,2,15,0,LinkedIn,2
2729,2023-09-18,Canada,Basic,0.34,5,9,1,,1
2730,2022-10-25,,basic,15.03,0,6,0,LinkedIn,1
2731,2024-06-28,Canada,Enterprise,24.49,1,14,0,,1
2732,2025-06-10,CA,Pro,14.4,4,14,0,Referral,2
2733,2022-03-26,CA,pro,-3.86,2,16,0,Google Ads,0
2734,2024-03-15,Germany,Basic,12.25,3,9,0,Twitter,0
2735,2024-05-08,UK,pro,12.9,5,12,0,Google Ads,1
2736,2022-09-25,CA,Basic,11.22,2,14,0,Referral,1
2737,2020-03-05,CA,Basic,53.07,1,13,0,LinkedIn,1
2738,2021-10-20,United Kingdom,,22.75,6,8,0,Google Ads,1
2739,2023-09-07,United States,basic,16.74,3,9,0,,1
2740,2023-08-02,United Kingdom,,8.42,3,8,1,Twitter,2
2741,2020-09-25,US,Basic,47.58,2,11,0,Facebook,0
2742,2022-10-22,Canada,basic,46.66,1,9,0,,1
2743,2024-08-05,Canada,Pro,12.52,1,7,0,,0
2744,2020-08-19,Germany,,7.99,5,10,0,Google Ads,1
2745,2023-07-16,USA,Pro,1.72,3,11,0,Referral,0
2746,2024-01-20,United Kingdom,,104.1,4,9,0,LinkedIn,1
2747,2024-08-02,Germany,basic,47.05,2,8,0,Facebook,0
2748,2020-06-25,US,pro,9.95,2,7,0,Referral,1
2749,2022-04-29,USA,Enterprise,45.77,2,9,1,Facebook,0
2750,2022-03-21,Germany,pro,24.63,5,5,0,,1
2751,2024-12-18,United States,Pro,24.54,3,13,0,Google Ads,2
2752,2024-12-14,Germany,,23.03,2,9,0,Facebook,0
2753,2024-05-23,,Basic,4.78,1,11,1,Facebook,1
2754,2020-05-18,CA,pro,-1.09,1,8,0,LinkedIn,0
2755,2022-01-27,Nigeria,pro,8.95,4,13,0,LinkedIn,1
2756,2021-09-18,Canada,basic,17.14,0,11,0,Direct,1
2757,2022-04-29,UK,Basic,19.03,1,13,1,Referral,1
2758,2024-09-03,UK,Basic,45.25,3,7,0,Google Ads,0
2759,2022-10-19,,Pro,1.57,1,10,0,Direct,1
2760,2021-03-29,US,basic,3.01,0,10,1,LinkedIn,2
2761,2022-09-22,Canada,Basic,13.29,4,11,0,LinkedIn,0
2762,2025-03-11,United Kingdom,Basic,-5.62,5,7,0,,1
2763,2025-02-20,NGA,Enterprise,13.87,3,6,0,LinkedIn,2
2764,2024-06-24,,pro,4.43,2,8,0,Facebook,2
2765,2021-05-23,Germany,Basic,-4.81,3,12,0,LinkedIn,2
2766,2025-06-15,Nigeria,Free,21.3,5,12,1,LinkedIn,1
2767,2022-08-10,USA,Enterprise,-0.04,2,8,1,LinkedIn,0
2768,2020-09-24,Canada,pro,-5.55,2,4,0,Twitter,1
2769,2020-08-29,Germany,Free,49.02,2,5,0,Twitter,0
2770,2025-01-20,USA,,25.77,2,9,1,,0
2771,2021-10-10,US,Basic,11.97,3,12,0,Google Ads,2
2772,2021-07-21,United States,Free,0.55,1,9,0,Google Ads,2
2773,2021-05-23,UK,Basic,102.62,2,11,0,Facebook,2
2774,2024-06-08,US,basic,19.39,4,15,1,Facebook,1
2775,2023-10-08,Canada,pro,26.52,2,9,0,Direct,1
2776,2024-11-28,,pro,22.13,4,7,0,LinkedIn,3
2777,2024-01-29,CAN,,9.83,4,8,0,Google Ads,1
2778,2024-12-11,United Kingdom,Basic,41.57,5,3,0,,0
2779,2024-01-18,United States,pro,19.33,1,14,0,,1
2780,2020-09-25,CAN,Enterprise,6.3,2,12,1,Google Ads,0
2781,2021-01-02,United States,basic,-6.22,1,1,0,Google Ads,4
2782,2022-12-04,UK,Basic,49.91,2,2,0,Google Ads,0
2783,2024-08-31,,Basic,43.81,2,8,0,LinkedIn,1
2784,2021-11-24,USA,Pro,12.83,1,8,0,,2
2785,2024-07-05,NGA,Pro,3.84,1,9,0,Direct,0
2786,2024-12-28,CAN,Free,1.54,2,11,1,LinkedIn,2
2787,2020-09-08,US,basic,95.92,5,7,0,LinkedIn,1
2788,2022-03-19,UK,,18.88,2,11,0,,0
2789,2023-10-10,,Pro,100.29,1,12,0,Facebook,0
2790,2020-06-19,USA,,10.08,1,13,0,LinkedIn,0
2791,2022-08-06,US,,23.04,4,14,0,LinkedIn,0
2792,2021-05-14,United States,Free,14.14,2,10,0,Referral,2
2793,2020-01-11,Germany,Pro,100.91,2,19,0,,1
2794,2024-01-24,Canada,basic,10.06,5,16,1,Direct,0
2795,2021-09-02,Nigeria,basic,1.25,4,11,0,Twitter,1
