signup_date,country,plan_type,monthly_revenue,active_users,logins_last_30_days,churned,referral_source,support_tickets,year,month,day
2022-05-12,United kingdom,Free,0,5,16,No,Referral,1,2022,May,12
2023-03-15,United states,Premium,100,3,6,No,Twitter,1,2023,Mar,15
2023-07-05,Germany,Basic,50,0,12,Yes,Google Ads,0,2023,Jul,5
2025-01-13,Germany,Basic,50,2,7,No,Referral,0,2025,Jan,13
2023-09-10,United states,Premium,100,1,10,No,Google Ads,1,2023,Sep,10
2020-08-20,United kingdom,Basic,50,1,13,No,Referral,3,2020,Aug,20
2024-10-28,Canada,Basic,50,2,6,No,LinkedIn,1,2024,Oct,28
2024-03-05,Canada,Free,0,2,8,No,Twitter,3,2024,Mar,5
2021-01-03,Nigeria,Premium,100,2,7,No,Facebook,3,2021,Jan,3
2024-02-02,United states,Premium,100,6,11,Yes,Twitter,1,2024,Feb,2
2025-01-20,Canada,Basic,50,2,5,No,LinkedIn,0,2025,Jan,20
2023-11-28,Germany,Basic,50,2,13,Yes,LinkedIn,4,2023,Nov,28
2023-09-08,United kingdom,Premium,100,5,8,No,Twitter,1,2023,Sep,8
2023-07-08,United states,Premium,100,3,9,No,Twitter,1,2023,Jul,8
2021-12-31,United states,Premium,100,6,8,No,Twitter,1,2021,Dec,31
2024-03-31,United states,Premium,100,2,6,No,Twitter,1,2024,Mar,31
2020-01-05,Nigeria,Basic,50,3,11,No,Referral,0,2020,Jan,5
2021-10-22,Canada,Free,0,0,6,No,Referral,1,2021,Oct,22
2021-11-24,Germany,Free,0,3,7,No,Facebook,2,2021,Nov,24
2023-01-12,United kingdom,Premium,100,1,10,No,Google Ads,0,2023,Jan,12
2024-03-04,United states,Premium,100,3,10,No,LinkedIn,0,2024,Mar,4
2020-06-27,United kingdom,Basic,50,3,14,No,Facebook,0,2020,Jun,27
2021-12-15,Nigeria,Enterprise,500,3,8,Yes,Google Ads,0,2021,Dec,15
2025-04-19,United states,Premium,100,5,8,No,Facebook,0,2025,Apr,19
2024-12-28,United kingdom,Premium,100,1,7,No,Direct,0,2024,Dec,28
2020-09-20,Nigeria,Premium,100,3,10,No,Twitter,1,2020,Sep,20
2020-08-30,United states,Premium,100,0,10,No,LinkedIn,1,2020,Aug,30
2022-02-01,United states,Basic,50,1,7,No,Facebook,1,2022,Feb,1
2024-06-08,Nigeria,Basic,50,7,7,No,LinkedIn,0,2024,Jun,8
2021-08-23,Germany,Basic,50,0,8,Yes,Google Ads,0,2021,Aug,23
2022-05-08,United states,Basic,50,1,8,No,Google Ads,2,2022,May,8
2022-01-17,Canada,Basic,50,7,13,No,Google Ads,0,2022,Jan,17
2021-10-21,Nigeria,Premium,100,1,18,No,Twitter,2,2021,Oct,21
2025-02-22,United states,Premium,100,1,4,No,Referral,0,2025,Feb,22
2022-12-19,Nigeria,Enterprise,500,4,2,No,Twitter,1,2022,Dec,19
2021-03-02,Canada,Basic,50,3,12,No,Direct,2,2021,Mar,2
2021-05-02,Germany,Basic,50,3,14,No,Direct,1,2021,May,2
2025-04-12,United kingdom,Basic,50,3,9,No,Twitter,0,2025,Apr,12
2022-03-30,United kingdom,Basic,50,4,10,No,Twitter,2,2022,Mar,30
2023-09-21,United states,Free,0,3,6,Yes,Twitter,0,2023,Sep,21
2025-02-13,United kingdom,Free,0,2,8,No,Twitter,4,2025,Feb,13
2021-11-18,United states,Enterprise,500,3,7,Yes,Twitter,1,2021,Nov,18
2023-02-28,Nigeria,Basic,50,5,8,No,Twitter,1,2023,Feb,28
2024-06-27,United states,Enterprise,500,6,11,No,Facebook,0,2024,Jun,27
2020-03-23,United kingdom,Basic,50,3,11,No,Direct,1,2020,Mar,23
2022-07-26,United states,Basic,50,1,15,No,Facebook,0,2022,Jul,26
2025-03-03,Nigeria,Basic,50,1,12,No,Facebook,0,2025,Mar,3
2024-10-07,Nigeria,Basic,50,4,9,No,Twitter,3,2024,Oct,7
2024-11-05,Canada,Premium,100,4,6,No,Facebook,0,2024,Nov,5
2021-11-23,United states,Free,0,5,11,No,Facebook,1,2021,Nov,23
2021-06-24,United states,Enterprise,500,4,6,Yes,LinkedIn,1,2021,Jun,24
2020-02-23,Canada,Free,0,1,7,Yes,Direct,2,2020,Feb,23
2024-12-26,United states,Premium,100,4,10,No,Direct,0,2024,Dec,26
2024-07-03,United kingdom,Premium,100,4,20,No,Facebook,3,2024,Jul,3
2024-03-23,Nigeria,Premium,100,3,11,No,Twitter,0,2024,Mar,23
2020-11-26,Canada,Premium,100,3,7,No,Referral,0,2020,Nov,26
2024-01-17,United kingdom,Premium,100,4,11,No,Referral,1,2024,Jan,17
2024-12-05,United kingdom,Enterprise,500,2,18,No,Referral,1,2024,Dec,5
2025-02-27,Germany,Enterprise,500,6,13,No,Referral,1,2025,Feb,27
2025-05-07,Nigeria,Premium,100,4,9,No,Google Ads,0,2025,May,7
2022-06-30,United states,Premium,100,4,10,No,Google Ads,0,2022,Jun,30
2020-10-23,Nigeria,Premium,100,4,12,No,Direct,4,2020,Oct,23
2025-01-21,Canada,Premium,100,2,7,No,Direct,0,2025,Jan,21
2024-09-17,Canada,Premium,100,2,6,No,Twitter,1,2024,Sep,17
2020-07-27,United states,Premium,100,1,6,No,Twitter,2,2020,Jul,27
2021-02-16,United states,Basic,50,3,10,No,Twitter,1,2021,Feb,16
2025-03-15,United states,Premium,100,6,7,No,Facebook,1,2025,Mar,15
2025-05-07,United states,Free,0,3,14,No,Facebook,2,2025,May,7
2023-12-12,Canada,Premium,100,3,9,No,LinkedIn,0,2023,Dec,12
2025-06-12,United kingdom,Basic,50,0,5,No,Referral,1,2025,Jun,12
2021-03-01,United states,Basic,50,1,16,Yes,Google Ads,2,2021,Mar,1
2021-07-27,United kingdom,Basic,50,3,12,No,Referral,1,2021,Jul,27
2023-09-27,Canada,Basic,50,2,7,No,Google Ads,0,2023,Sep,27
2022-08-13,Nigeria,Enterprise,500,2,6,No,LinkedIn,1,2022,Aug,13
2025-07-24,United kingdom,Basic,50,2,7,Yes,LinkedIn,2,2025,Jul,24
2022-01-24,Germany,Basic,50,0,8,Yes,LinkedIn,0,2022,Jan,24
2025-04-13,Canada,Basic,50,4,10,No,Referral,0,2025,Apr,13
2023-02-18,United states,Enterprise,500,5,10,No,Referral,0,2023,Feb,18
2024-06-20,Canada,Enterprise,500,3,11,No,Twitter,2,2024,Jun,20
2024-05-23,United states,Enterprise,500,4,14,No,Direct,4,2024,May,23
2025-07-06,Nigeria,Free,0,1,10,No,Direct,1,2025,Jul,6
2022-03-05,United states,Basic,50,5,9,No,LinkedIn,1,2022,Mar,5
2024-01-22,Nigeria,Basic,50,3,9,No,LinkedIn,1,2024,Jan,22
2024-04-22,United kingdom,Free,0,2,16,Yes,Direct,0,2024,Apr,22
2024-01-14,United states,Premium,100,2,14,No,Facebook,3,2024,Jan,14
2024-03-25,Nigeria,Free,0,2,11,No,Facebook,1,2024,Mar,25
2020-05-30,United states,Free,0,2,10,No,Google Ads,1,2020,May,30
2022-11-25,United states,Enterprise,500,1,16,No,Twitter,2,2022,Nov,25
2024-03-05,United kingdom,Free,0,7,10,No,Twitter,1,2024,Mar,5
2023-04-14,United states,Basic,50,4,5,No,Twitter,2,2023,Apr,14
2025-03-03,United states,Basic,50,5,5,Yes,LinkedIn,1,2025,Mar,3
2021-01-07,United kingdom,Basic,50,3,12,No,LinkedIn,0,2021,Jan,7
2023-10-31,United states,Premium,100,5,16,No,LinkedIn,2,2023,Oct,31
2021-11-16,United states,Basic,50,6,5,No,Facebook,1,2021,Nov,16
2022-04-26,Canada,Basic,50,1,10,No,Google Ads,0,2022,Apr,26
2020-01-25,Nigeria,Enterprise,500,1,13,No,Google Ads,1,2020,Jan,25
2020-05-31,Canada,Free,0,7,10,No,Referral,1,2020,May,31
2022-05-05,Canada,Enterprise,500,3,16,No,Direct,1,2022,May,5
2025-06-13,Germany,Basic,50,2,13,No,Google Ads,0,2025,Jun,13
2020-03-20,Nigeria,Basic,50,5,8,Yes,Direct,1,2020,Mar,20
2020-08-12,Germany,Premium,100,5,9,No,Direct,1,2020,Aug,12
2020-06-02,United states,Basic,50,2,8,No,Twitter,3,2020,Jun,2
2025-06-12,Canada,Basic,50,3,12,Yes,Google Ads,0,2025,Jun,12
2020-06-27,Canada,Basic,50,7,14,No,Google Ads,0,2020,Jun,27
2022-06-10,Canada,Premium,100,1,3,Yes,LinkedIn,1,2022,Jun,10
2020-07-25,United states,Free,0,4,9,No,Direct,3,2020,Jul,25
2023-02-08,United states,Free,0,5,10,Yes,Google Ads,0,2023,Feb,8
2022-04-15,United kingdom,Basic,50,5,8,No,Direct,2,2022,Apr,15
2020-02-07,United states,Premium,100,6,16,No,Direct,1,2020,Feb,7
2020-03-16,United states,Basic,50,4,11,No,LinkedIn,0,2020,Mar,16
2025-07-13,Nigeria,Premium,100,2,5,No,Google Ads,1,2025,Jul,13
2024-08-03,United kingdom,Premium,100,3,10,No,Referral,1,2024,Aug,3
2025-07-12,Nigeria,Premium,100,6,13,No,Referral,1,2025,Jul,12
2024-08-25,United states,Basic,50,4,12,No,Twitter,0,2024,Aug,25
2024-11-08,United states,Enterprise,500,3,13,Yes,Facebook,1,2024,Nov,8
2021-12-19,United states,Basic,50,2,6,No,Referral,4,2021,Dec,19
2024-01-17,Canada,Premium,100,2,9,Yes,Twitter,1,2024,Jan,17
2020-07-25,Nigeria,Premium,100,2,3,No,Referral,2,2020,Jul,25
2020-07-12,United states,Free,0,3,14,No,Direct,1,2020,Jul,12
2021-02-10,United kingdom,Basic,50,4,9,No,Direct,1,2021,Feb,10
2024-09-27,United states,Premium,100,4,8,No,Referral,3,2024,Sep,27
2023-03-19,Canada,Basic,50,4,9,Yes,LinkedIn,2,2023,Mar,19
2024-06-19,United states,Basic,50,1,5,No,LinkedIn,0,2024,Jun,19
2022-03-12,Canada,Enterprise,500,2,7,No,LinkedIn,0,2022,Mar,12
2022-02-01,United kingdom,Basic,50,4,12,No,Facebook,0,2022,Feb,1
2021-07-21,United states,Premium,100,1,12,Yes,Google Ads,1,2021,Jul,21
2024-05-10,Canada,Basic,50,1,8,No,Google Ads,0,2024,May,10
2020-09-21,Canada,Premium,100,4,18,No,LinkedIn,4,2020,Sep,21
2020-05-27,Nigeria,Enterprise,500,4,7,No,Referral,0,2020,May,27
2020-10-21,Germany,Basic,50,4,6,No,Direct,1,2020,Oct,21
2020-08-27,United states,Premium,100,2,11,Yes,LinkedIn,0,2020,Aug,27
2021-07-26,Canada,Premium,100,4,10,No,Twitter,3,2021,Jul,26
2020-04-15,Canada,Free,0,2,6,No,Referral,0,2020,Apr,15
2020-02-18,Germany,Free,0,2,9,No,Referral,1,2020,Feb,18
2024-10-22,United states,Basic,50,1,5,No,Facebook,2,2024,Oct,22
2021-01-07,Canada,Basic,50,3,11,Yes,Twitter,1,2021,Jan,7
2024-02-23,United kingdom,Premium,100,1,16,No,Direct,3,2024,Feb,23
2023-02-08,Nigeria,Basic,50,1,12,Yes,Twitter,1,2023,Feb,8
2022-09-16,Germany,Enterprise,500,4,10,No,Referral,2,2022,Sep,16
2020-07-01,Canada,Basic,50,2,8,No,Referral,2,2020,Jul,1
2024-08-12,United kingdom,Basic,50,5,14,No,Referral,1,2024,Aug,12
2021-07-29,United states,Basic,50,0,10,No,LinkedIn,1,2021,Jul,29
2020-08-25,Germany,Basic,50,4,11,No,LinkedIn,4,2020,Aug,25
2025-05-02,Nigeria,Enterprise,500,3,11,No,Google Ads,0,2025,May,2
2023-03-15,United states,Basic,50,2,10,No,Direct,2,2023,Mar,15
2022-07-12,United kingdom,Basic,50,2,10,Yes,Direct,2,2022,Jul,12
2023-07-26,United states,Free,0,2,15,No,Direct,1,2023,Jul,26
2023-04-29,Germany,Free,0,2,12,No,Twitter,2,2023,Apr,29
2024-10-18,United kingdom,Free,0,3,10,No,Twitter,2,2024,Oct,18
2024-07-04,United states,Free,0,2,9,Yes,Twitter,0,2024,Jul,4
2024-03-29,United states,Free,0,1,11,No,LinkedIn,2,2024,Mar,29
2025-06-07,Canada,Premium,100,2,8,No,Facebook,0,2025,Jun,7
2025-05-15,United kingdom,Basic,50,1,9,No,Twitter,0,2025,May,15
2025-05-29,United states,Basic,50,5,18,No,Twitter,2,2025,May,29
2020-12-23,Nigeria,Free,0,5,7,No,Twitter,1,2020,Dec,23
2023-07-13,Germany,Basic,50,4,6,Yes,Google Ads,0,2023,Jul,13
2022-06-20,United states,Premium,100,2,10,No,Google Ads,1,2022,Jun,20
2020-10-20,United kingdom,Basic,50,2,7,No,Google Ads,1,2020,Oct,20
2023-01-21,United states,Basic,50,2,15,No,LinkedIn,1,2023,Jan,21
2025-02-22,United states,Premium,100,1,12,No,Facebook,2,2025,Feb,22
2024-09-19,Germany,Premium,100,3,12,No,Facebook,1,2024,Sep,19
2021-07-12,United states,Enterprise,500,0,10,No,Facebook,0,2021,Jul,12
2021-07-13,Canada,Basic,50,3,10,No,Referral,0,2021,Jul,13
2024-07-20,United states,Basic,50,3,9,No,Referral,4,2024,Jul,20
2024-11-26,United states,Free,0,4,10,No,Referral,0,2024,Nov,26
2020-06-04,Nigeria,Free,0,4,6,Yes,LinkedIn,0,2020,Jun,4
2025-06-18,Canada,Free,0,3,12,No,LinkedIn,0,2025,Jun,18
2023-11-08,Canada,Enterprise,500,2,10,No,LinkedIn,2,2023,Nov,8
2020-04-28,United states,Enterprise,500,2,13,Yes,LinkedIn,4,2020,Apr,28
2024-09-26,Canada,Basic,50,2,8,No,LinkedIn,1,2024,Sep,26
2023-04-20,United states,Basic,50,3,7,No,Twitter,2,2023,Apr,20
2025-02-27,Canada,Basic,50,3,8,No,Facebook,1,2025,Feb,27
2021-09-09,Nigeria,Enterprise,500,3,13,Yes,Google Ads,1,2021,Sep,9
2021-07-13,United states,Enterprise,500,4,13,Yes,Facebook,2,2021,Jul,13
2023-12-14,United states,Enterprise,500,4,14,No,Facebook,2,2023,Dec,14
2024-04-26,United states,Enterprise,500,4,10,No,Direct,0,2024,Apr,26
2022-12-20,United states,Basic,50,3,14,No,Google Ads,0,2022,Dec,20
2021-06-14,United states,Basic,50,3,12,Yes,Google Ads,1,2021,Jun,14
2025-01-19,United states,Enterprise,500,3,8,No,Facebook,0,2025,Jan,19
2023-07-23,Nigeria,Basic,50,1,8,No,LinkedIn,1,2023,Jul,23
2020-10-09,Canada,Basic,50,2,5,No,Twitter,0,2020,Oct,9
2024-09-25,United states,Enterprise,500,5,10,No,Direct,0,2024,Sep,25
2021-11-17,United states,Enterprise,500,4,11,No,Facebook,2,2021,Nov,17
2023-06-02,United states,Premium,100,5,11,No,Twitter,0,2023,Jun,2
2025-03-04,United states,Premium,100,2,9,No,Twitter,0,2025,Mar,4
2021-12-26,Canada,Enterprise,500,1,12,No,Facebook,0,2021,Dec,26
2023-08-30,Canada,Premium,100,3,8,No,LinkedIn,1,2023,Aug,30
2020-01-26,Nigeria,Enterprise,500,4,13,No,Facebook,2,2020,Jan,26
2024-03-15,Nigeria,Basic,50,5,5,No,Google Ads,3,2024,Mar,15
2020-05-27,Canada,Free,0,5,13,No,Google Ads,2,2020,May,27
2020-09-22,Nigeria,Premium,100,0,12,No,Google Ads,2,2020,Sep,22
2021-12-08,Canada,Free,0,4,11,Yes,Referral,2,2021,Dec,8
2021-12-23,United kingdom,Basic,50,4,13,No,Twitter,1,2021,Dec,23
2024-12-15,United states,Basic,50,3,15,Yes,Google Ads,2,2024,Dec,15
2024-06-29,Canada,Basic,50,4,7,No,Direct,2,2024,Jun,29
2023-06-10,Germany,Basic,50,3,9,No,Facebook,1,2023,Jun,10
2024-08-20,Canada,Enterprise,500,4,14,No,Direct,2,2024,Aug,20
2025-03-27,Canada,Premium,100,2,3,Yes,Direct,0,2025,Mar,27
2021-09-23,Nigeria,Premium,100,5,10,No,Google Ads,0,2021,Sep,23
2021-02-24,Nigeria,Premium,100,1,10,No,Direct,0,2021,Feb,24
2020-08-09,United states,Basic,50,4,8,No,Twitter,0,2020,Aug,9
2025-02-19,Canada,Basic,50,1,8,No,Google Ads,0,2025,Feb,19
2021-02-15,Nigeria,Premium,100,5,7,Yes,Twitter,1,2021,Feb,15
2021-05-25,Germany,Premium,100,4,11,Yes,Google Ads,0,2021,May,25
2025-03-06,United states,Basic,50,3,17,No,Google Ads,2,2025,Mar,6
2024-12-05,United states,Premium,100,4,8,No,LinkedIn,1,2024,Dec,5
2020-01-02,Canada,Basic,50,5,17,No,Facebook,0,2020,Jan,2
2021-01-20,United states,Basic,50,2,13,No,Google Ads,1,2021,Jan,20
2022-04-27,Nigeria,Basic,50,0,9,No,Referral,3,2022,Apr,27
2022-08-17,Germany,Premium,100,3,11,Yes,LinkedIn,0,2022,Aug,17
2025-05-23,United states,Premium,100,2,9,No,Facebook,1,2025,May,23
2025-04-27,Nigeria,Free,0,1,9,No,Direct,1,2025,Apr,27
2025-06-25,United states,Enterprise,500,3,14,No,Referral,0,2025,Jun,25
2021-04-30,Canada,Premium,100,4,10,No,Facebook,0,2021,Apr,30
2023-05-03,Canada,Basic,50,4,10,No,Facebook,0,2023,May,3
2024-10-26,United states,Enterprise,500,3,10,Yes,Google Ads,1,2024,Oct,26
2024-08-08,Nigeria,Basic,50,3,8,No,Referral,1,2024,Aug,8
2023-07-17,United kingdom,Enterprise,500,8,12,No,Twitter,1,2023,Jul,17
2021-11-24,United states,Enterprise,500,2,14,No,Twitter,1,2021,Nov,24
2020-03-29,Germany,Premium,100,0,10,No,Referral,0,2020,Mar,29
2023-06-11,Nigeria,Enterprise,500,2,9,Yes,Twitter,1,2023,Jun,11
2021-03-22,United states,Basic,50,2,12,No,LinkedIn,0,2021,Mar,22
2020-04-17,United states,Basic,50,3,5,Yes,Direct,0,2020,Apr,17
2025-05-21,Canada,Premium,100,5,8,No,Direct,1,2025,May,21
2023-10-23,United kingdom,Premium,100,3,16,No,Direct,0,2023,Oct,23
2023-04-06,United states,Basic,50,2,9,No,Direct,3,2023,Apr,6
2022-06-28,Canada,Basic,50,4,15,No,Google Ads,0,2022,Jun,28
2024-06-16,Canada,Free,0,0,6,No,Twitter,2,2024,Jun,16
2021-12-10,Canada,Basic,50,3,13,No,Twitter,1,2021,Dec,10
2021-06-05,United states,Premium,100,5,9,No,Google Ads,2,2021,Jun,5
2020-08-28,Canada,Premium,100,3,12,No,Facebook,2,2020,Aug,28
2023-05-23,United kingdom,Basic,50,4,7,Yes,Referral,1,2023,May,23
2024-09-19,Canada,Basic,50,2,5,No,Twitter,2,2024,Sep,19
2021-03-22,Germany,Basic,50,6,12,No,LinkedIn,0,2021,Mar,22
2024-06-20,United states,Enterprise,500,3,11,Yes,LinkedIn,1,2024,Jun,20
2024-04-23,Nigeria,Premium,100,3,10,Yes,LinkedIn,0,2024,Apr,23
2024-04-23,Nigeria,Premium,100,1,11,No,Twitter,1,2024,Apr,23
2024-12-30,United kingdom,Basic,50,5,9,No,Google Ads,2,2024,Dec,30
2024-11-06,United states,Enterprise,500,6,6,No,Direct,1,2024,Nov,6
2021-07-26,United kingdom,Free,0,3,14,No,Direct,2,2021,Jul,26
2025-06-10,United kingdom,Premium,100,4,9,No,Direct,0,2025,Jun,10
2022-08-23,Nigeria,Basic,50,3,11,No,Direct,2,2022,Aug,23
2021-06-18,United states,Enterprise,500,2,9,No,Google Ads,0,2021,Jun,18
2025-02-08,Germany,Enterprise,500,2,8,No,Google Ads,0,2025,Feb,8
2023-10-26,United states,Premium,100,5,8,No,Google Ads,0,2023,Oct,26
2023-10-12,Canada,Enterprise,500,4,6,No,Twitter,2,2023,Oct,12
2022-09-07,United states,Premium,100,4,11,No,Facebook,3,2022,Sep,7
2020-10-27,Canada,Premium,100,2,19,No,Facebook,0,2020,Oct,27
2024-03-08,United states,Basic,50,3,5,No,Direct,3,2024,Mar,8
2024-05-30,United states,Premium,100,3,15,Yes,Referral,1,2024,May,30
2021-08-11,United kingdom,Premium,100,1,8,No,LinkedIn,1,2021,Aug,11
2022-10-04,United states,Basic,50,7,12,No,LinkedIn,0,2022,Oct,4
2020-07-08,United kingdom,Enterprise,500,2,6,No,LinkedIn,1,2020,Jul,8
2024-11-13,Nigeria,Enterprise,500,3,13,No,LinkedIn,0,2024,Nov,13
2024-11-13,Nigeria,Enterprise,500,0,10,No,Direct,3,2024,Nov,13
2021-06-28,Germany,Premium,100,4,8,Yes,Facebook,1,2021,Jun,28
2020-10-05,Canada,Premium,100,2,13,No,LinkedIn,0,2020,Oct,5
2020-02-29,United kingdom,Basic,50,3,11,No,LinkedIn,0,2020,Feb,29
2024-10-07,Nigeria,Premium,100,5,11,No,LinkedIn,1,2024,Oct,7
2020-06-04,United kingdom,Premium,100,0,7,No,Referral,1,2020,Jun,4
2020-07-24,United states,Premium,100,2,7,Yes,Twitter,2,2020,Jul,24
2024-11-17,United states,Premium,100,2,12,No,Google Ads,0,2024,Nov,17
2020-02-16,United states,Premium,100,1,8,No,Google Ads,0,2020,Feb,16
2022-06-21,United kingdom,Premium,100,2,13,Yes,Direct,0,2022,Jun,21
2022-09-02,United states,Premium,100,5,13,No,Google Ads,1,2022,Sep,2
2021-05-27,United kingdom,Premium,100,2,4,No,LinkedIn,1,2021,May,27
2021-07-16,Nigeria,Basic,50,0,9,Yes,Google Ads,1,2021,Jul,16
2023-03-27,United kingdom,Premium,100,3,7,No,Referral,2,2023,Mar,27
2021-02-22,United kingdom,Free,0,1,9,Yes,LinkedIn,0,2021,Feb,22
2021-07-18,Nigeria,Enterprise,500,4,11,No,LinkedIn,1,2021,Jul,18
2024-11-30,Germany,Enterprise,500,4,9,No,Referral,0,2024,Nov,30
2025-03-23,United kingdom,Premium,100,1,14,No,Direct,1,2025,Mar,23
2023-09-06,United states,Premium,100,4,9,No,Facebook,1,2023,Sep,6
2021-07-13,United kingdom,Enterprise,500,2,7,No,Facebook,0,2021,Jul,13
2023-03-13,United kingdom,Basic,50,5,7,No,Referral,0,2023,Mar,13
2022-09-01,United states,Basic,50,1,13,No,Facebook,0,2022,Sep,1
2021-01-13,United states,Enterprise,500,2,10,No,Facebook,0,2021,Jan,13
2024-12-05,Canada,Basic,50,1,2,No,LinkedIn,2,2024,Dec,5
2023-11-07,Nigeria,Basic,50,2,4,No,Referral,1,2023,Nov,7
2024-11-03,Canada,Basic,50,6,5,No,Twitter,1,2024,Nov,3
2025-01-21,United states,Basic,50,2,9,No,Facebook,1,2025,Jan,21
2023-01-05,Canada,Premium,100,3,6,No,Facebook,3,2023,Jan,5
2023-12-14,United states,Enterprise,500,3,8,No,Twitter,1,2023,Dec,14
2025-04-25,United kingdom,Basic,50,3,11,No,Direct,0,2025,Apr,25
2025-07-08,Nigeria,Basic,50,2,8,No,Facebook,1,2025,Jul,8
2022-01-08,United states,Basic,50,5,8,No,Twitter,4,2022,Jan,8
2020-01-10,United kingdom,Basic,50,3,9,Yes,LinkedIn,1,2020,Jan,10
2023-06-29,United kingdom,Basic,50,3,12,No,Direct,3,2023,Jun,29
2021-10-14,United kingdom,Basic,50,1,9,No,Direct,0,2021,Oct,14
2021-06-26,United kingdom,Premium,100,5,15,No,Facebook,2,2021,Jun,26
2024-03-30,Canada,Premium,100,4,4,Yes,Facebook,3,2024,Mar,30
2022-03-12,Canada,Basic,50,2,7,No,Referral,1,2022,Mar,12
2024-07-03,Canada,Basic,50,7,6,No,Referral,1,2024,Jul,3
2020-03-08,United kingdom,Basic,50,1,8,No,Referral,0,2020,Mar,8
2020-03-15,United states,Basic,50,3,8,No,Twitter,1,2020,Mar,15
2020-04-08,United states,Premium,100,4,9,No,Referral,0,2020,Apr,8
2024-12-31,Canada,Premium,100,3,13,No,Google Ads,0,2024,Dec,31
2023-05-26,Canada,Premium,100,4,12,No,Direct,0,2023,May,26
2025-03-17,United kingdom,Premium,100,3,12,No,Google Ads,4,2025,Mar,17
2021-10-08,United kingdom,Premium,100,1,3,Yes,Google Ads,0,2021,Oct,8
2025-05-21,Canada,Premium,100,1,12,Yes,Direct,1,2025,May,21
2025-05-13,Canada,Basic,50,0,11,No,Direct,1,2025,May,13
2023-11-13,United kingdom,Free,0,7,10,Yes,Direct,1,2023,Nov,13
2023-11-20,United states,Premium,100,3,9,No,Referral,1,2023,Nov,20
2023-03-10,United kingdom,Premium,100,6,11,No,LinkedIn,1,2023,Mar,10
2020-07-11,United states,Premium,100,2,12,No,Referral,1,2020,Jul,11
2023-03-20,Nigeria,Basic,50,3,8,No,Referral,2,2023,Mar,20
2025-07-23,Nigeria,Basic,50,3,11,No,Twitter,1,2025,Jul,23
2025-01-11,United states,Premium,100,4,13,No,Direct,4,2025,Jan,11
2022-03-15,Canada,Premium,100,1,11,No,Google Ads,2,2022,Mar,15
2022-03-08,Canada,Premium,100,3,6,No,Facebook,1,2022,Mar,8
2024-12-08,United kingdom,Premium,100,3,12,No,Google Ads,3,2024,Dec,8
2022-03-17,United states,Enterprise,500,1,13,No,Facebook,1,2022,Mar,17
2020-06-16,Canada,Basic,50,3,6,No,Facebook,2,2020,Jun,16
2023-07-03,United states,Basic,50,0,11,No,Facebook,1,2023,Jul,3
2021-06-22,Nigeria,Enterprise,500,2,16,No,Facebook,0,2021,Jun,22
2020-12-02,Nigeria,Premium,100,5,8,No,LinkedIn,0,2020,Dec,2
2021-04-06,Nigeria,Premium,100,2,8,Yes,LinkedIn,3,2021,Apr,6
2024-06-17,Germany,Premium,100,5,10,No,LinkedIn,0,2024,Jun,17
2024-01-12,Canada,Free,0,5,8,Yes,Google Ads,2,2024,Jan,12
2021-03-17,United states,Free,0,5,9,No,Direct,1,2021,Mar,17
2024-08-31,Canada,Premium,100,6,8,Yes,Direct,0,2024,Aug,31
2020-05-17,Nigeria,Free,0,5,12,No,Direct,1,2020,May,17
2021-09-29,United states,Premium,100,2,7,No,LinkedIn,0,2021,Sep,29
2022-01-22,Nigeria,Premium,100,6,8,No,Referral,1,2022,Jan,22
2025-07-27,Canada,Premium,100,0,12,No,LinkedIn,0,2025,Jul,27
2023-01-03,Canada,Premium,100,3,7,No,LinkedIn,0,2023,Jan,3
2020-06-07,Canada,Enterprise,500,4,15,No,Facebook,0,2020,Jun,7
2022-01-24,United states,Premium,100,2,5,No,Direct,2,2022,Jan,24
2022-04-08,United states,Enterprise,500,4,14,Yes,LinkedIn,1,2022,Apr,8
2020-10-04,United states,Enterprise,500,2,9,No,LinkedIn,0,2020,Oct,4
2020-01-14,Germany,Basic,50,2,10,No,Google Ads,1,2020,Jan,14
2020-06-18,United states,Free,0,0,13,No,Direct,1,2020,Jun,18
2022-01-05,United states,Basic,50,4,13,No,LinkedIn,0,2022,Jan,5
2020-03-03,United states,Free,0,4,15,No,LinkedIn,0,2020,Mar,3
2022-04-16,United states,Free,0,6,11,No,Direct,2,2022,Apr,16
2021-08-04,United kingdom,Basic,50,5,12,No,Referral,1,2021,Aug,4
2022-11-29,United states,Basic,50,1,8,No,Facebook,1,2022,Nov,29
2022-11-30,United kingdom,Basic,50,1,9,No,Google Ads,1,2022,Nov,30
2021-06-09,Germany,Basic,50,5,8,No,Twitter,2,2021,Jun,9
2020-10-08,Nigeria,Basic,50,5,12,No,Twitter,0,2020,Oct,8
2023-12-19,United states,Premium,100,2,7,No,Twitter,1,2023,Dec,19
2021-07-25,United states,Free,0,2,9,No,Twitter,1,2021,Jul,25
2022-09-05,United kingdom,Enterprise,500,4,12,Yes,Twitter,1,2022,Sep,5
2025-05-07,United states,Enterprise,500,6,9,No,Twitter,0,2025,May,7
2022-10-04,Nigeria,Free,0,2,8,No,Google Ads,2,2022,Oct,4
2020-01-21,United states,Basic,50,5,12,No,Referral,0,2020,Jan,21
2020-05-30,United kingdom,Premium,100,2,10,No,LinkedIn,1,2020,May,30
2025-06-22,Germany,Free,0,4,7,No,Direct,2,2025,Jun,22
